,name,Matchgene,Exist
2833,HYY1,efmA,0
2834,HYY2,efmA,0
2835,HYYLWS,efmA,0
2836,HYYLWW,efmA,0
2837,LRDYA,efmA,0
2838,LRDYYA,efmA,0
2839,LRHYA,efmA,0
2840,LRHYYA,efmA,0
2841,LRLSA,efmA,0
2842,LRLSYA,efmA,0
2843,LRQHA,efmA,0
2844,LRQHWA,efmA,0
2845,LRQHYWA,efmA,0
2846,LSBA,efmA,0
2847,LSDG1,efmA,0
2848,LSDG2,efmA,0
2849,LSDG3,efmA,0
2850,LSGG1,efmA,0
2851,LSGG2,efmA,0
2852,LSGG3,efmA,0
2853,LSGLB1,efmA,0
2854,LSGY1,efmA,0
2855,LSGY2,efmA,0
2856,LSGY3,efmA,0
2857,LSSA,efmA,0
2858,LSWA,efmA,0
2859,PCQHA,efmA,0
2860,QHBA,efmA,0
2861,QHDG1,efmA,0
2862,QHDG2,efmA,0
2863,QHDG3,efmA,0
2864,QHDT1,efmA,0
2865,QHDW1,efmA,0
2866,QHDW2,efmA,0
2867,QHDW3,efmA,0
2868,QHDYW1,efmA,0
2869,QHDYW2,efmA,0
2870,QHDYW3,efmA,1
2871,QHLW,efmA,0
2872,QHMG1,efmA,0
2873,QHMG2,efmA,0
2874,QHMW1,efmA,0
2875,QHPA,efmA,0
2876,QHPDA,efmA,0
2877,QHWS,efmA,0
2878,QHWW,efmA,0
2879,QHW,efmA,0
2880,QHYWS,efmA,0
2881,TFQHA,efmA,0
2882,DYBA,emrR,0
2883,DYG1,emrR,0
2884,DYG2,emrR,0
2885,DYG3,emrR,0
2886,DYS2A,emrR,0
2887,DYT1,emrR,0
2888,DYW1A,emrR,0
2889,FAQHA,emrR,0
2890,FAQHYA,emrR,0
2891,HYBA,emrR,0
2892,HYG2,emrR,1
2893,HYG3,emrR,0
2894,HYHNGS,emrR,0
2895,HYLY1,emrR,0
2896,HYLY2,emrR,0
2897,HYLY3,emrR,0
2898,HYSZGW,emrR,0
2899,HYT1,emrR,0
2900,HYY1,emrR,0
2901,HYY2,emrR,0
2902,HYYLWS,emrR,0
2903,HYYLWW,emrR,0
2904,LRDYA,emrR,0
2905,LRDYYA,emrR,0
2906,LRHYA,emrR,0
2907,LRHYYA,emrR,0
2908,LRLSA,emrR,0
2909,LRLSYA,emrR,0
2910,LRQHA,emrR,0
2911,LRQHWA,emrR,0
2912,LRQHYWA,emrR,0
2913,LSBA,emrR,0
2914,LSDG1,emrR,0
2915,LSDG2,emrR,0
2916,LSDG3,emrR,0
2917,LSGG1,emrR,1
2918,LSGG2,emrR,0
2919,LSGG3,emrR,0
2920,LSGLB1,emrR,0
2921,LSGY1,emrR,0
2922,LSGY2,emrR,0
2923,LSGY3,emrR,0
2924,LSSA,emrR,0
2925,LSWA,emrR,0
2926,PCQHA,emrR,0
2927,QHBA,emrR,0
2928,QHDG1,emrR,0
2929,QHDG2,emrR,0
2930,QHDG3,emrR,0
2931,QHDT1,emrR,0
2932,QHDW1,emrR,0
2933,QHDW2,emrR,0
2934,QHDW3,emrR,1
2935,QHDYW1,emrR,0
2936,QHDYW2,emrR,0
2937,QHDYW3,emrR,1
2938,QHLW,emrR,0
2939,QHMG1,emrR,0
2940,QHMG2,emrR,1
2941,QHMW1,emrR,0
2942,QHPA,emrR,0
2943,QHPDA,emrR,0
2944,QHWS,emrR,0
2945,QHWW,emrR,0
2946,QHW,emrR,0
2947,QHYWS,emrR,0
2948,TFQHA,emrR,0
2949,DYBA,evgA,0
2950,DYG1,evgA,0
2951,DYG2,evgA,0
2952,DYG3,evgA,0
2953,DYS2A,evgA,0
2954,DYT1,evgA,0
2955,DYW1A,evgA,0
2956,FAQHA,evgA,0
2957,FAQHYA,evgA,0
2958,HYBA,evgA,0
2959,HYG2,evgA,0
2960,HYG3,evgA,0
2961,HYHNGS,evgA,0
2962,HYLY1,evgA,0
2963,HYLY2,evgA,0
2964,HYLY3,evgA,0
2965,HYSZGW,evgA,0
2966,HYT1,evgA,0
2967,HYY1,evgA,0
2968,HYY2,evgA,0
2969,HYYLWS,evgA,0
2970,HYYLWW,evgA,0
2971,LRDYA,evgA,0
2972,LRDYYA,evgA,0
2973,LRHYA,evgA,0
2974,LRHYYA,evgA,0
2975,LRLSA,evgA,0
2976,LRLSYA,evgA,0
2977,LRQHA,evgA,0
2978,LRQHWA,evgA,0
2979,LRQHYWA,evgA,1
2980,LSBA,evgA,0
2981,LSDG1,evgA,0
2982,LSDG2,evgA,0
2983,LSDG3,evgA,0
2984,LSGG1,evgA,1
2985,LSGG2,evgA,0
2986,LSGG3,evgA,0
2987,LSGLB1,evgA,0
2988,LSGY1,evgA,0
2989,LSGY2,evgA,0
2990,LSGY3,evgA,0
2991,LSSA,evgA,0
2992,LSWA,evgA,0
2993,PCQHA,evgA,0
2994,QHBA,evgA,0
2995,QHDG1,evgA,0
2996,QHDG2,evgA,0
2997,QHDG3,evgA,0
2998,QHDT1,evgA,0
2999,QHDW1,evgA,0
3000,QHDW2,evgA,0
3001,QHDW3,evgA,0
3002,QHDYW1,evgA,0
3003,QHDYW2,evgA,0
3004,QHDYW3,evgA,0
3005,QHLW,evgA,0
3006,QHMG1,evgA,0
3007,QHMG2,evgA,0
3008,QHMW1,evgA,1
3009,QHPA,evgA,0
3010,QHPDA,evgA,0
3011,QHWS,evgA,0
3012,QHWW,evgA,0
3013,QHW,evgA,0
3014,QHYWS,evgA,0
3015,TFQHA,evgA,0
3016,DYBA,fexA,0
3017,DYG1,fexA,0
3018,DYG2,fexA,0
3019,DYG3,fexA,0
3020,DYS2A,fexA,0
3021,DYT1,fexA,0
3022,DYW1A,fexA,0
3023,FAQHA,fexA,0
3024,FAQHYA,fexA,0
3025,HYBA,fexA,0
3026,HYG2,fexA,0
3027,HYG3,fexA,0
3028,HYHNGS,fexA,0
3029,HYLY1,fexA,0
3030,HYLY2,fexA,0
3031,HYLY3,fexA,0
3032,HYSZGW,fexA,1
3033,HYT1,fexA,0
3034,HYY1,fexA,0
3035,HYY2,fexA,0
3036,HYYLWS,fexA,0
3037,HYYLWW,fexA,0
3038,LRDYA,fexA,0
3039,LRDYYA,fexA,0
3040,LRHYA,fexA,0
3041,LRHYYA,fexA,0
3042,LRLSA,fexA,0
3043,LRLSYA,fexA,0
3044,LRQHA,fexA,0
3045,LRQHWA,fexA,0
3046,LRQHYWA,fexA,0
3047,LSBA,fexA,0
3048,LSDG1,fexA,0
3049,LSDG2,fexA,0
3050,LSDG3,fexA,0
3051,LSGG1,fexA,0
3052,LSGG2,fexA,0
3053,LSGG3,fexA,0
3054,LSGLB1,fexA,0
3055,LSGY1,fexA,0
3056,LSGY2,fexA,0
3057,LSGY3,fexA,0
3058,LSSA,fexA,0
3059,LSWA,fexA,0
3060,PCQHA,fexA,0
3061,QHBA,fexA,0
3062,QHDG1,fexA,0
3063,QHDG2,fexA,0
3064,QHDG3,fexA,0
3065,QHDT1,fexA,0
3066,QHDW1,fexA,0
3067,QHDW2,fexA,0
3068,QHDW3,fexA,0
3069,QHDYW1,fexA,0
3070,QHDYW2,fexA,0
3071,QHDYW3,fexA,1
3072,QHLW,fexA,0
3073,QHMG1,fexA,0
3074,QHMG2,fexA,0
3075,QHMW1,fexA,0
3076,QHPA,fexA,0
3077,QHPDA,fexA,0
3078,QHWS,fexA,0
3079,QHWW,fexA,0
3080,QHW,fexA,0
3081,QHYWS,fexA,0
3082,TFQHA,fexA,0
3083,DYBA,floR.,0
3084,DYG1,floR.,0
3085,DYG2,floR.,0
3086,DYG3,floR.,0
3087,DYS2A,floR.,0
3088,DYT1,floR.,0
3089,DYW1A,floR.,0
3090,FAQHA,floR.,0
3091,FAQHYA,floR.,0
3092,HYBA,floR.,0
3093,HYG2,floR.,0
3094,HYG3,floR.,0
3095,HYHNGS,floR.,0
3096,HYLY1,floR.,0
3097,HYLY2,floR.,0
3098,HYLY3,floR.,0
3099,HYSZGW,floR.,1
3100,HYT1,floR.,0
3101,HYY1,floR.,0
3102,HYY2,floR.,0
3103,HYYLWS,floR.,0
3104,HYYLWW,floR.,0
3105,LRDYA,floR.,0
3106,LRDYYA,floR.,0
3107,LRHYA,floR.,0
3108,LRHYYA,floR.,0
3109,LRLSA,floR.,0
3110,LRLSYA,floR.,0
3111,LRQHA,floR.,0
3112,LRQHWA,floR.,0
3113,LRQHYWA,floR.,0
3114,LSBA,floR.,0
3115,LSDG1,floR.,0
3116,LSDG2,floR.,0
3117,LSDG3,floR.,0
3118,LSGG1,floR.,0
3119,LSGG2,floR.,0
3120,LSGG3,floR.,0
3121,LSGLB1,floR.,0
3122,LSGY1,floR.,0
3123,LSGY2,floR.,0
3124,LSGY3,floR.,0
3125,LSSA,floR.,0
3126,LSWA,floR.,0
3127,PCQHA,floR.,0
3128,QHBA,floR.,0
3129,QHDG1,floR.,0
3130,QHDG2,floR.,0
3131,QHDG3,floR.,0
3132,QHDT1,floR.,0
3133,QHDW1,floR.,0
3134,QHDW2,floR.,0
3135,QHDW3,floR.,0
3136,QHDYW1,floR.,0
3137,QHDYW2,floR.,0
3138,QHDYW3,floR.,0
3139,QHLW,floR.,0
3140,QHMG1,floR.,0
3141,QHMG2,floR.,0
3142,QHMW1,floR.,0
3143,QHPA,floR.,0
3144,QHPDA,floR.,0
3145,QHWS,floR.,0
3146,QHWW,floR.,0
3147,QHW,floR.,0
3148,QHYWS,floR.,0
3149,TFQHA,floR.,0
3150,DYBA,gadW,0
3151,DYG1,gadW,0
3152,DYG2,gadW,0
3153,DYG3,gadW,0
3154,DYS2A,gadW,0
3155,DYT1,gadW,0
3156,DYW1A,gadW,0
3157,FAQHA,gadW,0
3158,FAQHYA,gadW,0
3159,HYBA,gadW,0
3160,HYG2,gadW,0
3161,HYG3,gadW,0
3162,HYHNGS,gadW,0
3163,HYLY1,gadW,0
3164,HYLY2,gadW,0
3165,HYLY3,gadW,0
3166,HYSZGW,gadW,0
3167,HYT1,gadW,0
3168,HYY1,gadW,0
3169,HYY2,gadW,0
3170,HYYLWS,gadW,0
3171,HYYLWW,gadW,0
3172,LRDYA,gadW,0
3173,LRDYYA,gadW,0
3174,LRHYA,gadW,0
3175,LRHYYA,gadW,0
3176,LRLSA,gadW,0
3177,LRLSYA,gadW,0
3178,LRQHA,gadW,0
3179,LRQHWA,gadW,0
3180,LRQHYWA,gadW,0
3181,LSBA,gadW,0
3182,LSDG1,gadW,0
3183,LSDG2,gadW,0
3184,LSDG3,gadW,0
3185,LSGG1,gadW,0
3186,LSGG2,gadW,0
3187,LSGG3,gadW,0
3188,LSGLB1,gadW,0
3189,LSGY1,gadW,0
3190,LSGY2,gadW,0
3191,LSGY3,gadW,0
3192,LSSA,gadW,0
3193,LSWA,gadW,0
3194,PCQHA,gadW,0
3195,QHBA,gadW,0
3196,QHDG1,gadW,0
3197,QHDG2,gadW,0
3198,QHDG3,gadW,0
3199,QHDT1,gadW,0
3200,QHDW1,gadW,0
3201,QHDW2,gadW,0
3202,QHDW3,gadW,0
3203,QHDYW1,gadW,0
3204,QHDYW2,gadW,0
3205,QHDYW3,gadW,0
3206,QHLW,gadW,0
3207,QHMG1,gadW,0
3208,QHMG2,gadW,0
3209,QHMW1,gadW,1
3210,QHPA,gadW,0
3211,QHPDA,gadW,0
3212,QHWS,gadW,0
3213,QHWW,gadW,0
3214,QHW,gadW,0
3215,QHYWS,gadW,0
3216,TFQHA,gadW,0
3217,DYBA,gadX,0
3218,DYG1,gadX,0
3219,DYG2,gadX,0
3220,DYG3,gadX,0
3221,DYS2A,gadX,0
3222,DYT1,gadX,0
3223,DYW1A,gadX,0
3224,FAQHA,gadX,0
3225,FAQHYA,gadX,0
3226,HYBA,gadX,0
3227,HYG2,gadX,0
3228,HYG3,gadX,0
3229,HYHNGS,gadX,0
3230,HYLY1,gadX,0
3231,HYLY2,gadX,0
3232,HYLY3,gadX,0
3233,HYSZGW,gadX,0
3234,HYT1,gadX,0
3235,HYY1,gadX,0
3236,HYY2,gadX,0
3237,HYYLWS,gadX,0
3238,HYYLWW,gadX,0
3239,LRDYA,gadX,0
3240,LRDYYA,gadX,0
3241,LRHYA,gadX,0
3242,LRHYYA,gadX,0
3243,LRLSA,gadX,0
3244,LRLSYA,gadX,0
3245,LRQHA,gadX,0
3246,LRQHWA,gadX,0
3247,LRQHYWA,gadX,0
3248,LSBA,gadX,0
3249,LSDG1,gadX,0
3250,LSDG2,gadX,0
3251,LSDG3,gadX,0
3252,LSGG1,gadX,0
3253,LSGG2,gadX,0
3254,LSGG3,gadX,0
3255,LSGLB1,gadX,0
3256,LSGY1,gadX,0
3257,LSGY2,gadX,0
3258,LSGY3,gadX,0
3259,LSSA,gadX,0
3260,LSWA,gadX,0
3261,PCQHA,gadX,0
3262,QHBA,gadX,0
3263,QHDG1,gadX,0
3264,QHDG2,gadX,0
3265,QHDG3,gadX,0
3266,QHDT1,gadX,0
3267,QHDW1,gadX,0
3268,QHDW2,gadX,0
3269,QHDW3,gadX,0
3270,QHDYW1,gadX,0
3271,QHDYW2,gadX,0
3272,QHDYW3,gadX,0
3273,QHLW,gadX,0
3274,QHMG1,gadX,0
3275,QHMG2,gadX,1
3276,QHMW1,gadX,1
3277,QHPA,gadX,0
3278,QHPDA,gadX,0
3279,QHWS,gadX,0
3280,QHWW,gadX,0
3281,QHW,gadX,0
3282,QHYWS,gadX,0
3283,TFQHA,gadX,0
3284,DYBA,lnuB.,0
3285,DYG1,lnuB.,0
3286,DYG2,lnuB.,0
3287,DYG3,lnuB.,0
3288,DYS2A,lnuB.,0
3289,DYT1,lnuB.,0
3290,DYW1A,lnuB.,0
3291,FAQHA,lnuB.,0
3292,FAQHYA,lnuB.,0
3293,HYBA,lnuB.,0
3294,HYG2,lnuB.,0
3295,HYG3,lnuB.,0
3296,HYHNGS,lnuB.,0
3297,HYLY1,lnuB.,0
3298,HYLY2,lnuB.,0
3299,HYLY3,lnuB.,0
3300,HYSZGW,lnuB.,0
3301,HYT1,lnuB.,0
3302,HYY1,lnuB.,0
3303,HYY2,lnuB.,0
3304,HYYLWS,lnuB.,0
3305,HYYLWW,lnuB.,0
3306,LRDYA,lnuB.,0
3307,LRDYYA,lnuB.,0
3308,LRHYA,lnuB.,0
3309,LRHYYA,lnuB.,0
3310,LRLSA,lnuB.,0
3311,LRLSYA,lnuB.,0
3312,LRQHA,lnuB.,0
3313,LRQHWA,lnuB.,0
3314,LRQHYWA,lnuB.,0
3315,LSBA,lnuB.,0
3316,LSDG1,lnuB.,0
3317,LSDG2,lnuB.,0
3318,LSDG3,lnuB.,0
3319,LSGG1,lnuB.,0
3320,LSGG2,lnuB.,0
3321,LSGG3,lnuB.,0
3322,LSGLB1,lnuB.,0
3323,LSGY1,lnuB.,0
3324,LSGY2,lnuB.,0
3325,LSGY3,lnuB.,0
3326,LSSA,lnuB.,0
3327,LSWA,lnuB.,0
3328,PCQHA,lnuB.,0
3329,QHBA,lnuB.,0
3330,QHDG1,lnuB.,0
3331,QHDG2,lnuB.,0
3332,QHDG3,lnuB.,0
3333,QHDT1,lnuB.,0
3334,QHDW1,lnuB.,0
3335,QHDW2,lnuB.,0
3336,QHDW3,lnuB.,0
3337,QHDYW1,lnuB.,0
3338,QHDYW2,lnuB.,0
3339,QHDYW3,lnuB.,1
3340,QHLW,lnuB.,0
3341,QHMG1,lnuB.,0
3342,QHMG2,lnuB.,0
3343,QHMW1,lnuB.,0
3344,QHPA,lnuB.,0
3345,QHPDA,lnuB.,0
3346,QHWS,lnuB.,0
3347,QHWW,lnuB.,0
3348,QHW,lnuB.,0
3349,QHYWS,lnuB.,0
3350,TFQHA,lnuB.,0
3351,DYBA,lnuC,0
3352,DYG1,lnuC,0
3353,DYG2,lnuC,0
3354,DYG3,lnuC,1
3355,DYS2A,lnuC,0
3356,DYT1,lnuC,1
3357,DYW1A,lnuC,0
3358,FAQHA,lnuC,0
3359,FAQHYA,lnuC,0
3360,HYBA,lnuC,0
3361,HYG2,lnuC,0
3362,HYG3,lnuC,0
3363,HYHNGS,lnuC,0
3364,HYLY1,lnuC,1
3365,HYLY2,lnuC,1
3366,HYLY3,lnuC,0
3367,HYSZGW,lnuC,0
3368,HYT1,lnuC,0
3369,HYY1,lnuC,1
3370,HYY2,lnuC,1
3371,HYYLWS,lnuC,0
3372,HYYLWW,lnuC,0
3373,LRDYA,lnuC,1
3374,LRDYYA,lnuC,0
3375,LRHYA,lnuC,0
3376,LRHYYA,lnuC,0
3377,LRLSA,lnuC,0
3378,LRLSYA,lnuC,0
3379,LRQHA,lnuC,0
3380,LRQHWA,lnuC,1
3381,LRQHYWA,lnuC,1
3382,LSBA,lnuC,0
3383,LSDG1,lnuC,0
3384,LSDG2,lnuC,0
3385,LSDG3,lnuC,0
3386,LSGG1,lnuC,1
3387,LSGG2,lnuC,0
3388,LSGG3,lnuC,0
3389,LSGLB1,lnuC,0
3390,LSGY1,lnuC,0
3391,LSGY2,lnuC,1
3392,LSGY3,lnuC,0
3393,LSSA,lnuC,0
3394,LSWA,lnuC,0
3395,PCQHA,lnuC,0
3396,QHBA,lnuC,0
3397,QHDG1,lnuC,1
3398,QHDG2,lnuC,1
3399,QHDG3,lnuC,0
3400,QHDT1,lnuC,1
3401,QHDW1,lnuC,0
3402,QHDW2,lnuC,0
3403,QHDW3,lnuC,1
3404,QHDYW1,lnuC,1
3405,QHDYW2,lnuC,0
3406,QHDYW3,lnuC,0
3407,QHLW,lnuC,0
3408,QHMG1,lnuC,0
3409,QHMG2,lnuC,1
3410,QHMW1,lnuC,1
3411,QHPA,lnuC,0
3412,QHPDA,lnuC,0
3413,QHWS,lnuC,0
3414,QHWW,lnuC,0
3415,QHW,lnuC,0
3416,QHYWS,lnuC,0
3417,TFQHA,lnuC,0
3418,DYBA,marA,0
3419,DYG1,marA,0
3420,DYG2,marA,0
3421,DYG3,marA,0
3422,DYS2A,marA,0
3423,DYT1,marA,0
3424,DYW1A,marA,0
3425,FAQHA,marA,0
3426,FAQHYA,marA,0
3427,HYBA,marA,0
3428,HYG2,marA,0
3429,HYG3,marA,0
3430,HYHNGS,marA,0
3431,HYLY1,marA,0
3432,HYLY2,marA,0
3433,HYLY3,marA,0
3434,HYSZGW,marA,0
3435,HYT1,marA,1
3436,HYY1,marA,0
3437,HYY2,marA,0
3438,HYYLWS,marA,0
3439,HYYLWW,marA,0
3440,LRDYA,marA,1
3441,LRDYYA,marA,0
3442,LRHYA,marA,0
3443,LRHYYA,marA,0
3444,LRLSA,marA,0
3445,LRLSYA,marA,0
3446,LRQHA,marA,0
3447,LRQHWA,marA,0
3448,LRQHYWA,marA,1
3449,LSBA,marA,0
3450,LSDG1,marA,0
3451,LSDG2,marA,0
3452,LSDG3,marA,0
3453,LSGG1,marA,1
3454,LSGG2,marA,0
3455,LSGG3,marA,0
3456,LSGLB1,marA,0
3457,LSGY1,marA,1
3458,LSGY2,marA,0
3459,LSGY3,marA,0
3460,LSSA,marA,0
3461,LSWA,marA,0
3462,PCQHA,marA,0
3463,QHBA,marA,0
3464,QHDG1,marA,0
3465,QHDG2,marA,0
3466,QHDG3,marA,0
3467,QHDT1,marA,0
3468,QHDW1,marA,0
3469,QHDW2,marA,0
3470,QHDW3,marA,0
3471,QHDYW1,marA,0
3472,QHDYW2,marA,0
3473,QHDYW3,marA,1
3474,QHLW,marA,0
3475,QHMG1,marA,0
3476,QHMG2,marA,1
3477,QHMW1,marA,1
3478,QHPA,marA,0
3479,QHPDA,marA,0
3480,QHWS,marA,0
3481,QHWW,marA,0
3482,QHW,marA,0
3483,QHYWS,marA,0
3484,TFQHA,marA,0
3485,DYBA,mdtA,0
3486,DYG1,mdtA,0
3487,DYG2,mdtA,0
3488,DYG3,mdtA,0
3489,DYS2A,mdtA,0
3490,DYT1,mdtA,0
3491,DYW1A,mdtA,0
3492,FAQHA,mdtA,0
3493,FAQHYA,mdtA,0
3494,HYBA,mdtA,0
3495,HYG2,mdtA,0
3496,HYG3,mdtA,0
3497,HYHNGS,mdtA,0
3498,HYLY1,mdtA,0
3499,HYLY2,mdtA,0
3500,HYLY3,mdtA,0
3501,HYSZGW,mdtA,0
3502,HYT1,mdtA,0
3503,HYY1,mdtA,0
3504,HYY2,mdtA,0
3505,HYYLWS,mdtA,0
3506,HYYLWW,mdtA,0
3507,LRDYA,mdtA,0
3508,LRDYYA,mdtA,0
3509,LRHYA,mdtA,0
3510,LRHYYA,mdtA,0
3511,LRLSA,mdtA,0
3512,LRLSYA,mdtA,0
3513,LRQHA,mdtA,0
3514,LRQHWA,mdtA,0
3515,LRQHYWA,mdtA,0
3516,LSBA,mdtA,0
3517,LSDG1,mdtA,0
3518,LSDG2,mdtA,0
3519,LSDG3,mdtA,0
3520,LSGG1,mdtA,0
3521,LSGG2,mdtA,0
3522,LSGG3,mdtA,0
3523,LSGLB1,mdtA,0
3524,LSGY1,mdtA,0
3525,LSGY2,mdtA,0
3526,LSGY3,mdtA,0
3527,LSSA,mdtA,0
3528,LSWA,mdtA,0
3529,PCQHA,mdtA,0
3530,QHBA,mdtA,0
3531,QHDG1,mdtA,0
3532,QHDG2,mdtA,0
3533,QHDG3,mdtA,0
3534,QHDT1,mdtA,0
3535,QHDW1,mdtA,0
3536,QHDW2,mdtA,0
3537,QHDW3,mdtA,0
3538,QHDYW1,mdtA,0
3539,QHDYW2,mdtA,0
3540,QHDYW3,mdtA,0
3541,QHLW,mdtA,0
3542,QHMG1,mdtA,0
3543,QHMG2,mdtA,1
3544,QHMW1,mdtA,0
3545,QHPA,mdtA,0
3546,QHPDA,mdtA,0
3547,QHWS,mdtA,0
3548,QHWW,mdtA,0
3549,QHW,mdtA,0
3550,QHYWS,mdtA,0
3551,TFQHA,mdtA,0
3552,DYBA,mdtE,0
3553,DYG1,mdtE,0
3554,DYG2,mdtE,0
3555,DYG3,mdtE,0
3556,DYS2A,mdtE,0
3557,DYT1,mdtE,0
3558,DYW1A,mdtE,0
3559,FAQHA,mdtE,0
3560,FAQHYA,mdtE,0
3561,HYBA,mdtE,0
3562,HYG2,mdtE,0
3563,HYG3,mdtE,0
3564,HYHNGS,mdtE,0
3565,HYLY1,mdtE,0
3566,HYLY2,mdtE,0
3567,HYLY3,mdtE,0
3568,HYSZGW,mdtE,0
3569,HYT1,mdtE,0
3570,HYY1,mdtE,0
3571,HYY2,mdtE,0
3572,HYYLWS,mdtE,0
3573,HYYLWW,mdtE,0
3574,LRDYA,mdtE,0
3575,LRDYYA,mdtE,0
3576,LRHYA,mdtE,0
3577,LRHYYA,mdtE,0
3578,LRLSA,mdtE,0
3579,LRLSYA,mdtE,0
3580,LRQHA,mdtE,0
3581,LRQHWA,mdtE,0
3582,LRQHYWA,mdtE,0
3583,LSBA,mdtE,0
3584,LSDG1,mdtE,0
3585,LSDG2,mdtE,0
3586,LSDG3,mdtE,0
3587,LSGG1,mdtE,0
3588,LSGG2,mdtE,0
3589,LSGG3,mdtE,0
3590,LSGLB1,mdtE,0
3591,LSGY1,mdtE,0
3592,LSGY2,mdtE,0
3593,LSGY3,mdtE,0
3594,LSSA,mdtE,0
3595,LSWA,mdtE,0
3596,PCQHA,mdtE,0
3597,QHBA,mdtE,0
3598,QHDG1,mdtE,0
3599,QHDG2,mdtE,0
3600,QHDG3,mdtE,0
3601,QHDT1,mdtE,0
3602,QHDW1,mdtE,0
3603,QHDW2,mdtE,0
3604,QHDW3,mdtE,0
3605,QHDYW1,mdtE,0
3606,QHDYW2,mdtE,0
3607,QHDYW3,mdtE,0
3608,QHLW,mdtE,0
3609,QHMG1,mdtE,0
3610,QHMG2,mdtE,1
3611,QHMW1,mdtE,1
3612,QHPA,mdtE,0
3613,QHPDA,mdtE,0
3614,QHWS,mdtE,0
3615,QHWW,mdtE,0
3616,QHW,mdtE,0
3617,QHYWS,mdtE,0
3618,TFQHA,mdtE,0
3619,DYBA,mgrB,0
3620,DYG1,mgrB,0
3621,DYG2,mgrB,0
3622,DYG3,mgrB,0
3623,DYS2A,mgrB,0
3624,DYT1,mgrB,0
3625,DYW1A,mgrB,0
3626,FAQHA,mgrB,0
3627,FAQHYA,mgrB,0
3628,HYBA,mgrB,0
3629,HYG2,mgrB,0
3630,HYG3,mgrB,0
3631,HYHNGS,mgrB,0
3632,HYLY1,mgrB,0
3633,HYLY2,mgrB,0
3634,HYLY3,mgrB,0
3635,HYSZGW,mgrB,0
3636,HYT1,mgrB,0
3637,HYY1,mgrB,0
3638,HYY2,mgrB,0
3639,HYYLWS,mgrB,0
3640,HYYLWW,mgrB,0
3641,LRDYA,mgrB,0
3642,LRDYYA,mgrB,0
3643,LRHYA,mgrB,0
3644,LRHYYA,mgrB,0
3645,LRLSA,mgrB,0
3646,LRLSYA,mgrB,0
3647,LRQHA,mgrB,0
3648,LRQHWA,mgrB,0
3649,LRQHYWA,mgrB,0
3650,LSBA,mgrB,0
3651,LSDG1,mgrB,0
3652,LSDG2,mgrB,0
3653,LSDG3,mgrB,0
3654,LSGG1,mgrB,1
3655,LSGG2,mgrB,0
3656,LSGG3,mgrB,0
3657,LSGLB1,mgrB,0
3658,LSGY1,mgrB,0
3659,LSGY2,mgrB,0
3660,LSGY3,mgrB,0
3661,LSSA,mgrB,0
3662,LSWA,mgrB,0
3663,PCQHA,mgrB,0
3664,QHBA,mgrB,0
3665,QHDG1,mgrB,0
3666,QHDG2,mgrB,0
3667,QHDG3,mgrB,0
3668,QHDT1,mgrB,0
3669,QHDW1,mgrB,0
3670,QHDW2,mgrB,0
3671,QHDW3,mgrB,0
3672,QHDYW1,mgrB,0
3673,QHDYW2,mgrB,0
3674,QHDYW3,mgrB,0
3675,QHLW,mgrB,0
3676,QHMG1,mgrB,0
3677,QHMG2,mgrB,0
3678,QHMW1,mgrB,1
3679,QHPA,mgrB,0
3680,QHPDA,mgrB,0
3681,QHWS,mgrB,0
3682,QHWW,mgrB,0
3683,QHW,mgrB,0
3684,QHYWS,mgrB,0
3685,TFQHA,mgrB,0
3686,DYBA,mipA,0
3687,DYG1,mipA,0
3688,DYG2,mipA,0
3689,DYG3,mipA,0
3690,DYS2A,mipA,0
3691,DYT1,mipA,0
3692,DYW1A,mipA,0
3693,FAQHA,mipA,0
3694,FAQHYA,mipA,0
3695,HYBA,mipA,0
3696,HYG2,mipA,0
3697,HYG3,mipA,0
3698,HYHNGS,mipA,0
3699,HYLY1,mipA,0
3700,HYLY2,mipA,0
3701,HYLY3,mipA,0
3702,HYSZGW,mipA,0
3703,HYT1,mipA,0
3704,HYY1,mipA,0
3705,HYY2,mipA,0
3706,HYYLWS,mipA,0
3707,HYYLWW,mipA,0
3708,LRDYA,mipA,0
3709,LRDYYA,mipA,0
3710,LRHYA,mipA,0
3711,LRHYYA,mipA,0
3712,LRLSA,mipA,0
3713,LRLSYA,mipA,0
3714,LRQHA,mipA,0
3715,LRQHWA,mipA,0
3716,LRQHYWA,mipA,0
3717,LSBA,mipA,0
3718,LSDG1,mipA,0
3719,LSDG2,mipA,0
3720,LSDG3,mipA,0
3721,LSGG1,mipA,0
3722,LSGG2,mipA,0
3723,LSGG3,mipA,0
3724,LSGLB1,mipA,0
3725,LSGY1,mipA,0
3726,LSGY2,mipA,0
3727,LSGY3,mipA,0
3728,LSSA,mipA,0
3729,LSWA,mipA,0
3730,PCQHA,mipA,0
3731,QHBA,mipA,0
3732,QHDG1,mipA,0
3733,QHDG2,mipA,0
3734,QHDG3,mipA,0
3735,QHDT1,mipA,0
3736,QHDW1,mipA,0
3737,QHDW2,mipA,0
3738,QHDW3,mipA,0
3739,QHDYW1,mipA,0
3740,QHDYW2,mipA,0
3741,QHDYW3,mipA,0
3742,QHLW,mipA,0
3743,QHMG1,mipA,0
3744,QHMG2,mipA,1
3745,QHMW1,mipA,0
3746,QHPA,mipA,0
3747,QHPDA,mipA,0
