,name,Matchgene,Exist
1964,HYYLWS,armA,0
1965,HYYLWW,armA,0
1966,LRDYA,armA,0
1967,LRDYYA,armA,0
1968,LRHYA,armA,0
1969,LRHYYA,armA,0
1970,LRLSA,armA,0
1971,LRLSYA,armA,0
1972,LRQHA,armA,0
1973,LRQHWA,armA,0
1974,LRQHYWA,armA,0
1975,LSBA,armA,0
1976,LSDG1,armA,0
1977,LSDG2,armA,0
1978,LSDG3,armA,0
1979,LSGG1,armA,0
1980,LSGG2,armA,0
1981,LSGG3,armA,0
1982,LSGLB1,armA,0
1983,LSGY1,armA,0
1984,LSGY2,armA,0
1985,LSGY3,armA,0
1986,LSSA,armA,0
1987,LSWA,armA,0
1988,PCQHA,armA,0
1989,QHBA,armA,0
1990,QHDG1,armA,0
1991,QHDG2,armA,0
1992,QHDG3,armA,0
1993,QHDT1,armA,0
1994,QHDW1,armA,0
1995,QHDW2,armA,0
1996,QHDW3,armA,0
1997,QHDYW1,armA,0
1998,QHDYW2,armA,0
1999,QHDYW3,armA,1
2000,QHLW,armA,0
2001,QHMG1,armA,0
2002,QHMG2,armA,0
2003,QHMW1,armA,0
2004,QHPA,armA,0
2005,QHPDA,armA,0
2006,QHWS,armA,0
2007,QHWW,armA,0
2008,QHW,armA,0
2009,QHYWS,armA,0
2010,TFQHA,armA,0
2011,DYBA,arr_.,0
2012,DYG1,arr_.,0
2013,DYG2,arr_.,0
2014,DYG3,arr_.,0
2015,DYS2A,arr_.,0
2016,DYT1,arr_.,0
2017,DYW1A,arr_.,0
2018,FAQHA,arr_.,0
2019,FAQHYA,arr_.,0
2020,HYBA,arr_.,0
2021,HYG2,arr_.,0
2022,HYG3,arr_.,0
2023,HYHNGS,arr_.,0
2024,HYLY1,arr_.,0
2025,HYLY2,arr_.,0
2026,HYLY3,arr_.,0
2027,HYSZGW,arr_.,0
2028,HYT1,arr_.,0
2029,HYY1,arr_.,0
2030,HYY2,arr_.,0
2031,HYYLWS,arr_.,0
2032,HYYLWW,arr_.,0
2033,LRDYA,arr_.,0
2034,LRDYYA,arr_.,0
2035,LRHYA,arr_.,0
2036,LRHYYA,arr_.,0
2037,LRLSA,arr_.,0
2038,LRLSYA,arr_.,0
2039,LRQHA,arr_.,0
2040,LRQHWA,arr_.,0
2041,LRQHYWA,arr_.,0
2042,LSBA,arr_.,0
2043,LSDG1,arr_.,0
2044,LSDG2,arr_.,0
2045,LSDG3,arr_.,0
2046,LSGG1,arr_.,0
2047,LSGG2,arr_.,0
2048,LSGG3,arr_.,0
2049,LSGLB1,arr_.,0
2050,LSGY1,arr_.,0
2051,LSGY2,arr_.,0
2052,LSGY3,arr_.,0
2053,LSSA,arr_.,0
2054,LSWA,arr_.,0
2055,PCQHA,arr_.,0
2056,QHBA,arr_.,0
2057,QHDG1,arr_.,0
2058,QHDG2,arr_.,0
2059,QHDG3,arr_.,0
2060,QHDT1,arr_.,0
2061,QHDW1,arr_.,0
2062,QHDW2,arr_.,0
2063,QHDW3,arr_.,0
2064,QHDYW1,arr_.,0
2065,QHDYW2,arr_.,0
2066,QHDYW3,arr_.,0
2067,QHLW,arr_.,0
2068,QHMG1,arr_.,1
2069,QHMG2,arr_.,0
2070,QHMW1,arr_.,1
2071,QHPA,arr_.,0
2072,QHPDA,arr_.,0
2073,QHWS,arr_.,0
2074,QHWW,arr_.,0
2075,QHW,arr_.,0
2076,QHYWS,arr_.,0
2077,TFQHA,arr_.,0
2078,DYBA,bacA,0
2079,DYG1,bacA,0
2080,DYG2,bacA,0
2081,DYG3,bacA,0
2082,DYS2A,bacA,0
2083,DYT1,bacA,0
2084,DYW1A,bacA,0
2085,FAQHA,bacA,0
2086,FAQHYA,bacA,0
2087,HYBA,bacA,0
2088,HYG2,bacA,0
2089,HYG3,bacA,0
2090,HYHNGS,bacA,0
2091,HYLY1,bacA,0
2092,HYLY2,bacA,0
2093,HYLY3,bacA,0
2094,HYSZGW,bacA,0
2095,HYT1,bacA,0
2096,HYY1,bacA,0
2097,HYY2,bacA,0
2098,HYYLWS,bacA,0
2099,HYYLWW,bacA,0
2100,LRDYA,bacA,0
2101,LRDYYA,bacA,0
2102,LRHYA,bacA,0
2103,LRHYYA,bacA,0
2104,LRLSA,bacA,0
2105,LRLSYA,bacA,0
2106,LRQHA,bacA,0
2107,LRQHWA,bacA,0
2108,LRQHYWA,bacA,0
2109,LSBA,bacA,0
2110,LSDG1,bacA,0
2111,LSDG2,bacA,0
2112,LSDG3,bacA,0
2113,LSGG1,bacA,0
2114,LSGG2,bacA,0
2115,LSGG3,bacA,0
2116,LSGLB1,bacA,0
2117,LSGY1,bacA,0
2118,LSGY2,bacA,0
2119,LSGY3,bacA,0
2120,LSSA,bacA,0
2121,LSWA,bacA,0
2122,PCQHA,bacA,0
2123,QHBA,bacA,0
2124,QHDG1,bacA,0
2125,QHDG2,bacA,0
2126,QHDG3,bacA,0
2127,QHDT1,bacA,0
2128,QHDW1,bacA,0
2129,QHDW2,bacA,0
2130,QHDW3,bacA,0
2131,QHDYW1,bacA,0
2132,QHDYW2,bacA,0
2133,QHDYW3,bacA,0
2134,QHLW,bacA,0
2135,QHMG1,bacA,0
2136,QHMG2,bacA,1
2137,QHMW1,bacA,0
2138,QHPA,bacA,0
2139,QHPDA,bacA,0
2140,QHWS,bacA,0
2141,QHWW,bacA,0
2142,QHW,bacA,0
2143,QHYWS,bacA,0
2144,TFQHA,bacA,0
2145,DYBA,baeS,0
2146,DYG1,baeS,0
2147,DYG2,baeS,0
2148,DYG3,baeS,0
2149,DYS2A,baeS,0
2150,DYT1,baeS,0
2151,DYW1A,baeS,0
2152,FAQHA,baeS,0
2153,FAQHYA,baeS,0
2154,HYBA,baeS,0
2155,HYG2,baeS,0
2156,HYG3,baeS,0
2157,HYHNGS,baeS,0
2158,HYLY1,baeS,0
2159,HYLY2,baeS,0
2160,HYLY3,baeS,0
2161,HYSZGW,baeS,0
2162,HYT1,baeS,0
2163,HYY1,baeS,0
2164,HYY2,baeS,0
2165,HYYLWS,baeS,0
2166,HYYLWW,baeS,0
2167,LRDYA,baeS,0
2168,LRDYYA,baeS,0
2169,LRHYA,baeS,0
2170,LRHYYA,baeS,0
2171,LRLSA,baeS,0
2172,LRLSYA,baeS,0
2173,LRQHA,baeS,0
2174,LRQHWA,baeS,0
2175,LRQHYWA,baeS,0
2176,LSBA,baeS,0
2177,LSDG1,baeS,0
2178,LSDG2,baeS,0
2179,LSDG3,baeS,0
2180,LSGG1,baeS,0
2181,LSGG2,baeS,0
2182,LSGG3,baeS,0
2183,LSGLB1,baeS,0
2184,LSGY1,baeS,0
2185,LSGY2,baeS,0
2186,LSGY3,baeS,0
2187,LSSA,baeS,0
2188,LSWA,baeS,0
2189,PCQHA,baeS,0
2190,QHBA,baeS,0
2191,QHDG1,baeS,0
2192,QHDG2,baeS,0
2193,QHDG3,baeS,0
2194,QHDT1,baeS,0
2195,QHDW1,baeS,0
2196,QHDW2,baeS,0
2197,QHDW3,baeS,0
2198,QHDYW1,baeS,0
2199,QHDYW2,baeS,0
2200,QHDYW3,baeS,0
2201,QHLW,baeS,0
2202,QHMG1,baeS,0
2203,QHMG2,baeS,1
2204,QHMW1,baeS,0
2205,QHPA,baeS,0
2206,QHPDA,baeS,0
2207,QHWS,baeS,0
2208,QHWW,baeS,0
2209,QHW,baeS,0
2210,QHYWS,baeS,0
2211,TFQHA,baeS,0
2212,DYBA,catQ,0
2213,DYG1,catQ,0
2214,DYG2,catQ,0
2215,DYG3,catQ,0
2216,DYS2A,catQ,0
2217,DYT1,catQ,0
2218,DYW1A,catQ,0
2219,FAQHA,catQ,0
2220,FAQHYA,catQ,0
2221,HYBA,catQ,0
2222,HYG2,catQ,0
2223,HYG3,catQ,0
2224,HYHNGS,catQ,0
2225,HYLY1,catQ,0
2226,HYLY2,catQ,0
2227,HYLY3,catQ,0
2228,HYSZGW,catQ,0
2229,HYT1,catQ,0
2230,HYY1,catQ,0
2231,HYY2,catQ,0
2232,HYYLWS,catQ,0
2233,HYYLWW,catQ,0
2234,LRDYA,catQ,0
2235,LRDYYA,catQ,0
2236,LRHYA,catQ,0
2237,LRHYYA,catQ,0
2238,LRLSA,catQ,1
2239,LRLSYA,catQ,0
2240,LRQHA,catQ,0
2241,LRQHWA,catQ,0
2242,LRQHYWA,catQ,0
2243,LSBA,catQ,0
2244,LSDG1,catQ,0
2245,LSDG2,catQ,0
2246,LSDG3,catQ,0
2247,LSGG1,catQ,0
2248,LSGG2,catQ,0
2249,LSGG3,catQ,0
2250,LSGLB1,catQ,0
2251,LSGY1,catQ,0
2252,LSGY2,catQ,0
2253,LSGY3,catQ,0
2254,LSSA,catQ,0
2255,LSWA,catQ,0
2256,PCQHA,catQ,0
2257,QHBA,catQ,0
2258,QHDG1,catQ,0
2259,QHDG2,catQ,0
2260,QHDG3,catQ,0
2261,QHDT1,catQ,0
2262,QHDW1,catQ,0
2263,QHDW2,catQ,0
2264,QHDW3,catQ,0
2265,QHDYW1,catQ,0
2266,QHDYW2,catQ,0
2267,QHDYW3,catQ,0
2268,QHLW,catQ,0
2269,QHMG1,catQ,0
2270,QHMG2,catQ,0
2271,QHMW1,catQ,0
2272,QHPA,catQ,0
2273,QHPDA,catQ,0
2274,QHWS,catQ,0
2275,QHWW,catQ,0
2276,QHW,catQ,0
2277,QHYWS,catQ,0
2278,TFQHA,catQ,0
2279,DYBA,cmlA.,0
2280,DYG1,cmlA.,0
2281,DYG2,cmlA.,0
2282,DYG3,cmlA.,0
2283,DYS2A,cmlA.,0
2284,DYT1,cmlA.,0
2285,DYW1A,cmlA.,0
2286,FAQHA,cmlA.,0
2287,FAQHYA,cmlA.,0
2288,HYBA,cmlA.,0
2289,HYG2,cmlA.,0
2290,HYG3,cmlA.,0
2291,HYHNGS,cmlA.,0
2292,HYLY1,cmlA.,0
2293,HYLY2,cmlA.,0
2294,HYLY3,cmlA.,0
2295,HYSZGW,cmlA.,0
2296,HYT1,cmlA.,0
2297,HYY1,cmlA.,0
2298,HYY2,cmlA.,0
2299,HYYLWS,cmlA.,0
2300,HYYLWW,cmlA.,0
2301,LRDYA,cmlA.,0
2302,LRDYYA,cmlA.,0
2303,LRHYA,cmlA.,0
2304,LRHYYA,cmlA.,0
2305,LRLSA,cmlA.,0
2306,LRLSYA,cmlA.,0
2307,LRQHA,cmlA.,0
2308,LRQHWA,cmlA.,0
2309,LRQHYWA,cmlA.,0
2310,LSBA,cmlA.,0
2311,LSDG1,cmlA.,0
2312,LSDG2,cmlA.,0
2313,LSDG3,cmlA.,0
2314,LSGG1,cmlA.,0
2315,LSGG2,cmlA.,0
2316,LSGG3,cmlA.,0
2317,LSGLB1,cmlA.,0
2318,LSGY1,cmlA.,0
2319,LSGY2,cmlA.,0
2320,LSGY3,cmlA.,0
2321,LSSA,cmlA.,0
2322,LSWA,cmlA.,0
2323,PCQHA,cmlA.,0
2324,QHBA,cmlA.,0
2325,QHDG1,cmlA.,0
2326,QHDG2,cmlA.,0
2327,QHDG3,cmlA.,0
2328,QHDT1,cmlA.,0
2329,QHDW1,cmlA.,0
2330,QHDW2,cmlA.,0
2331,QHDW3,cmlA.,0
2332,QHDYW1,cmlA.,0
2333,QHDYW2,cmlA.,0
2334,QHDYW3,cmlA.,0
2335,QHLW,cmlA.,0
2336,QHMG1,cmlA.,0
2337,QHMG2,cmlA.,0
2338,QHMW1,cmlA.,1
2339,QHPA,cmlA.,0
2340,QHPDA,cmlA.,0
2341,QHWS,cmlA.,0
2342,QHWW,cmlA.,0
2343,QHW,cmlA.,0
2344,QHYWS,cmlA.,0
2345,TFQHA,cmlA.,0
2346,DYBA,cpxA,0
2347,DYG1,cpxA,0
2348,DYG2,cpxA,0
2349,DYG3,cpxA,0
2350,DYS2A,cpxA,0
2351,DYT1,cpxA,0
2352,DYW1A,cpxA,0
2353,FAQHA,cpxA,0
2354,FAQHYA,cpxA,0
2355,HYBA,cpxA,0
2356,HYG2,cpxA,0
2357,HYG3,cpxA,0
2358,HYHNGS,cpxA,0
2359,HYLY1,cpxA,0
2360,HYLY2,cpxA,0
2361,HYLY3,cpxA,0
2362,HYSZGW,cpxA,0
2363,HYT1,cpxA,0
2364,HYY1,cpxA,0
2365,HYY2,cpxA,0
2366,HYYLWS,cpxA,0
2367,HYYLWW,cpxA,0
2368,LRDYA,cpxA,0
2369,LRDYYA,cpxA,0
2370,LRHYA,cpxA,0
2371,LRHYYA,cpxA,0
2372,LRLSA,cpxA,0
2373,LRLSYA,cpxA,0
2374,LRQHA,cpxA,0
2375,LRQHWA,cpxA,0
2376,LRQHYWA,cpxA,0
2377,LSBA,cpxA,0
2378,LSDG1,cpxA,0
2379,LSDG2,cpxA,0
2380,LSDG3,cpxA,0
2381,LSGG1,cpxA,0
2382,LSGG2,cpxA,0
2383,LSGG3,cpxA,0
2384,LSGLB1,cpxA,0
2385,LSGY1,cpxA,0
2386,LSGY2,cpxA,0
2387,LSGY3,cpxA,0
2388,LSSA,cpxA,0
2389,LSWA,cpxA,0
2390,PCQHA,cpxA,0
2391,QHBA,cpxA,0
2392,QHDG1,cpxA,0
2393,QHDG2,cpxA,0
2394,QHDG3,cpxA,0
2395,QHDT1,cpxA,0
2396,QHDW1,cpxA,0
2397,QHDW2,cpxA,0
2398,QHDW3,cpxA,0
2399,QHDYW1,cpxA,0
2400,QHDYW2,cpxA,0
2401,QHDYW3,cpxA,0
2402,QHLW,cpxA,0
2403,QHMG1,cpxA,0
2404,QHMG2,cpxA,1
2405,QHMW1,cpxA,0
2406,QHPA,cpxA,0
2407,QHPDA,cpxA,0
2408,QHWS,cpxA,0
2409,QHWW,cpxA,0
2410,QHW,cpxA,0
2411,QHYWS,cpxA,0
2412,TFQHA,cpxA,0
2413,DYBA,cyaA_1,0
2414,DYG1,cyaA_1,0
2415,DYG2,cyaA_1,0
2416,DYG3,cyaA_1,0
2417,DYS2A,cyaA_1,0
2418,DYT1,cyaA_1,0
2419,DYW1A,cyaA_1,0
2420,FAQHA,cyaA_1,0
2421,FAQHYA,cyaA_1,0
2422,HYBA,cyaA_1,0
2423,HYG2,cyaA_1,0
2424,HYG3,cyaA_1,0
2425,HYHNGS,cyaA_1,0
2426,HYLY1,cyaA_1,0
2427,HYLY2,cyaA_1,0
2428,HYLY3,cyaA_1,0
2429,HYSZGW,cyaA_1,0
2430,HYT1,cyaA_1,0
2431,HYY1,cyaA_1,0
2432,HYY2,cyaA_1,0
2433,HYYLWS,cyaA_1,0
2434,HYYLWW,cyaA_1,0
2435,LRDYA,cyaA_1,0
2436,LRDYYA,cyaA_1,0
2437,LRHYA,cyaA_1,0
2438,LRHYYA,cyaA_1,0
2439,LRLSA,cyaA_1,0
2440,LRLSYA,cyaA_1,0
2441,LRQHA,cyaA_1,0
2442,LRQHWA,cyaA_1,0
2443,LRQHYWA,cyaA_1,0
2444,LSBA,cyaA_1,0
2445,LSDG1,cyaA_1,0
2446,LSDG2,cyaA_1,0
2447,LSDG3,cyaA_1,0
2448,LSGG1,cyaA_1,0
2449,LSGG2,cyaA_1,0
2450,LSGG3,cyaA_1,0
2451,LSGLB1,cyaA_1,0
2452,LSGY1,cyaA_1,0
2453,LSGY2,cyaA_1,0
2454,LSGY3,cyaA_1,0
2455,LSSA,cyaA_1,0
2456,LSWA,cyaA_1,0
2457,PCQHA,cyaA_1,0
2458,QHBA,cyaA_1,0
2459,QHDG1,cyaA_1,0
2460,QHDG2,cyaA_1,0
2461,QHDG3,cyaA_1,0
2462,QHDT1,cyaA_1,0
2463,QHDW1,cyaA_1,0
2464,QHDW2,cyaA_1,0
2465,QHDW3,cyaA_1,0
2466,QHDYW1,cyaA_1,0
2467,QHDYW2,cyaA_1,0
2468,QHDYW3,cyaA_1,0
2469,QHLW,cyaA_1,0
2470,QHMG1,cyaA_1,0
2471,QHMG2,cyaA_1,1
2472,QHMW1,cyaA_1,0
2473,QHPA,cyaA_1,0
2474,QHPDA,cyaA_1,0
2475,QHWS,cyaA_1,0
2476,QHWW,cyaA_1,0
2477,QHW,cyaA_1,0
2478,QHYWS,cyaA_1,0
2479,TFQHA,cyaA_1,0
2480,DYBA,dfrA12,0
2481,DYG1,dfrA12,0
2482,DYG2,dfrA12,0
2483,DYG3,dfrA12,0
2484,DYS2A,dfrA12,0
2485,DYT1,dfrA12,0
2486,DYW1A,dfrA12,0
2487,FAQHA,dfrA12,0
2488,FAQHYA,dfrA12,0
2489,HYBA,dfrA12,0
2490,HYG2,dfrA12,0
2491,HYG3,dfrA12,0
2492,HYHNGS,dfrA12,0
2493,HYLY1,dfrA12,0
2494,HYLY2,dfrA12,0
2495,HYLY3,dfrA12,0
2496,HYSZGW,dfrA12,0
2497,HYT1,dfrA12,0
2498,HYY1,dfrA12,0
2499,HYY2,dfrA12,0
2500,HYYLWS,dfrA12,0
2501,HYYLWW,dfrA12,0
2502,LRDYA,dfrA12,0
2503,LRDYYA,dfrA12,0
2504,LRHYA,dfrA12,0
2505,LRHYYA,dfrA12,0
2506,LRLSA,dfrA12,0
2507,LRLSYA,dfrA12,0
2508,LRQHA,dfrA12,0
2509,LRQHWA,dfrA12,0
2510,LRQHYWA,dfrA12,0
2511,LSBA,dfrA12,0
2512,LSDG1,dfrA12,0
2513,LSDG2,dfrA12,0
2514,LSDG3,dfrA12,0
2515,LSGG1,dfrA12,0
2516,LSGG2,dfrA12,0
2517,LSGG3,dfrA12,0
2518,LSGLB1,dfrA12,0
2519,LSGY1,dfrA12,0
2520,LSGY2,dfrA12,0
2521,LSGY3,dfrA12,0
2522,LSSA,dfrA12,0
2523,LSWA,dfrA12,0
2524,PCQHA,dfrA12,0
2525,QHBA,dfrA12,0
2526,QHDG1,dfrA12,0
2527,QHDG2,dfrA12,0
2528,QHDG3,dfrA12,0
2529,QHDT1,dfrA12,0
2530,QHDW1,dfrA12,0
2531,QHDW2,dfrA12,0
2532,QHDW3,dfrA12,0
2533,QHDYW1,dfrA12,0
2534,QHDYW2,dfrA12,0
2535,QHDYW3,dfrA12,0
2536,QHLW,dfrA12,0
2537,QHMG1,dfrA12,0
2538,QHMG2,dfrA12,0
2539,QHMW1,dfrA12,1
2540,QHPA,dfrA12,0
2541,QHPDA,dfrA12,0
2542,QHWS,dfrA12,0
2543,QHWW,dfrA12,0
2544,QHW,dfrA12,0
2545,QHYWS,dfrA12,0
2546,TFQHA,dfrA12,0
2547,DYBA,dfrA14,0
2548,DYG1,dfrA14,0
2549,DYG2,dfrA14,0
2550,DYG3,dfrA14,0
2551,DYS2A,dfrA14,0
2552,DYT1,dfrA14,0
2553,DYW1A,dfrA14,0
2554,FAQHA,dfrA14,0
2555,FAQHYA,dfrA14,0
2556,HYBA,dfrA14,0
2557,HYG2,dfrA14,0
2558,HYG3,dfrA14,0
2559,HYHNGS,dfrA14,0
2560,HYLY1,dfrA14,0
2561,HYLY2,dfrA14,0
2562,HYLY3,dfrA14,0
2563,HYSZGW,dfrA14,0
2564,HYT1,dfrA14,0
2565,HYY1,dfrA14,0
2566,HYY2,dfrA14,0
2567,HYYLWS,dfrA14,0
2568,HYYLWW,dfrA14,0
2569,LRDYA,dfrA14,0
2570,LRDYYA,dfrA14,0
2571,LRHYA,dfrA14,0
2572,LRHYYA,dfrA14,0
2573,LRLSA,dfrA14,0
2574,LRLSYA,dfrA14,0
2575,LRQHA,dfrA14,0
2576,LRQHWA,dfrA14,0
2577,LRQHYWA,dfrA14,0
2578,LSBA,dfrA14,0
2579,LSDG1,dfrA14,0
2580,LSDG2,dfrA14,0
2581,LSDG3,dfrA14,0
2582,LSGG1,dfrA14,0
2583,LSGG2,dfrA14,0
2584,LSGG3,dfrA14,0
2585,LSGLB1,dfrA14,0
2586,LSGY1,dfrA14,0
2587,LSGY2,dfrA14,0
2588,LSGY3,dfrA14,0
2589,LSSA,dfrA14,0
2590,LSWA,dfrA14,0
2591,PCQHA,dfrA14,0
2592,QHBA,dfrA14,0
2593,QHDG1,dfrA14,0
2594,QHDG2,dfrA14,0
2595,QHDG3,dfrA14,0
2596,QHDT1,dfrA14,0
2597,QHDW1,dfrA14,0
2598,QHDW2,dfrA14,0
2599,QHDW3,dfrA14,0
2600,QHDYW1,dfrA14,0
2601,QHDYW2,dfrA14,0
2602,QHDYW3,dfrA14,1
2603,QHLW,dfrA14,0
2604,QHMG1,dfrA14,0
2605,QHMG2,dfrA14,0
2606,QHMW1,dfrA14,1
2607,QHPA,dfrA14,0
2608,QHPDA,dfrA14,0
2609,QHWS,dfrA14,0
2610,QHWW,dfrA14,0
2611,QHW,dfrA14,0
2612,QHYWS,dfrA14,0
2613,TFQHA,dfrA14,0
2614,DYBA,dfrA2.,0
2615,DYG1,dfrA2.,0
2616,DYG2,dfrA2.,0
2617,DYG3,dfrA2.,0
2618,DYS2A,dfrA2.,0
2619,DYT1,dfrA2.,0
2620,DYW1A,dfrA2.,0
2621,FAQHA,dfrA2.,0
2622,FAQHYA,dfrA2.,0
2623,HYBA,dfrA2.,0
2624,HYG2,dfrA2.,0
2625,HYG3,dfrA2.,0
2626,HYHNGS,dfrA2.,0
2627,HYLY1,dfrA2.,0
2628,HYLY2,dfrA2.,0
2629,HYLY3,dfrA2.,0
2630,HYSZGW,dfrA2.,0
2631,HYT1,dfrA2.,0
2632,HYY1,dfrA2.,0
2633,HYY2,dfrA2.,0
2634,HYYLWS,dfrA2.,0
2635,HYYLWW,dfrA2.,0
2636,LRDYA,dfrA2.,0
2637,LRDYYA,dfrA2.,0
2638,LRHYA,dfrA2.,0
2639,LRHYYA,dfrA2.,0
2640,LRLSA,dfrA2.,0
2641,LRLSYA,dfrA2.,0
2642,LRQHA,dfrA2.,0
2643,LRQHWA,dfrA2.,0
2644,LRQHYWA,dfrA2.,0
2645,LSBA,dfrA2.,0
2646,LSDG1,dfrA2.,0
2647,LSDG2,dfrA2.,0
2648,LSDG3,dfrA2.,0
2649,LSGG1,dfrA2.,0
2650,LSGG2,dfrA2.,0
2651,LSGG3,dfrA2.,0
2652,LSGLB1,dfrA2.,0
2653,LSGY1,dfrA2.,0
2654,LSGY2,dfrA2.,0
2655,LSGY3,dfrA2.,0
2656,LSSA,dfrA2.,0
2657,LSWA,dfrA2.,0
2658,PCQHA,dfrA2.,0
2659,QHBA,dfrA2.,0
2660,QHDG1,dfrA2.,0
2661,QHDG2,dfrA2.,0
2662,QHDG3,dfrA2.,0
2663,QHDT1,dfrA2.,0
2664,QHDW1,dfrA2.,0
2665,QHDW2,dfrA2.,0
2666,QHDW3,dfrA2.,0
2667,QHDYW1,dfrA2.,0
2668,QHDYW2,dfrA2.,0
2669,QHDYW3,dfrA2.,1
2670,QHLW,dfrA2.,0
2671,QHMG1,dfrA2.,0
2672,QHMG2,dfrA2.,0
2673,QHMW1,dfrA2.,1
2674,QHPA,dfrA2.,0
2675,QHPDA,dfrA2.,0
2676,QHWS,dfrA2.,0
2677,QHWW,dfrA2.,0
2678,QHW,dfrA2.,0
2679,QHYWS,dfrA2.,0
2680,TFQHA,dfrA2.,0
2681,DYBA,dfrE,0
2682,DYG1,dfrE,0
2683,DYG2,dfrE,0
2684,DYG3,dfrE,0
2685,DYS2A,dfrE,0
2686,DYT1,dfrE,0
2687,DYW1A,dfrE,0
2688,FAQHA,dfrE,0
2689,FAQHYA,dfrE,0
2690,HYBA,dfrE,0
2691,HYG2,dfrE,0
2692,HYG3,dfrE,0
2693,HYHNGS,dfrE,0
2694,HYLY1,dfrE,0
2695,HYLY2,dfrE,0
2696,HYLY3,dfrE,0
2697,HYSZGW,dfrE,0
2698,HYT1,dfrE,0
2699,HYY1,dfrE,0
2700,HYY2,dfrE,0
2701,HYYLWS,dfrE,0
2702,HYYLWW,dfrE,0
2703,LRDYA,dfrE,0
2704,LRDYYA,dfrE,0
2705,LRHYA,dfrE,0
2706,LRHYYA,dfrE,0
2707,LRLSA,dfrE,0
2708,LRLSYA,dfrE,0
2709,LRQHA,dfrE,0
2710,LRQHWA,dfrE,0
2711,LRQHYWA,dfrE,0
2712,LSBA,dfrE,0
2713,LSDG1,dfrE,0
2714,LSDG2,dfrE,0
2715,LSDG3,dfrE,0
2716,LSGG1,dfrE,0
2717,LSGG2,dfrE,0
2718,LSGG3,dfrE,0
2719,LSGLB1,dfrE,0
2720,LSGY1,dfrE,0
2721,LSGY2,dfrE,0
2722,LSGY3,dfrE,0
2723,LSSA,dfrE,0
2724,LSWA,dfrE,0
2725,PCQHA,dfrE,0
2726,QHBA,dfrE,0
2727,QHDG1,dfrE,0
2728,QHDG2,dfrE,0
2729,QHDG3,dfrE,0
2730,QHDT1,dfrE,0
2731,QHDW1,dfrE,0
2732,QHDW2,dfrE,0
2733,QHDW3,dfrE,0
2734,QHDYW1,dfrE,0
2735,QHDYW2,dfrE,0
2736,QHDYW3,dfrE,1
2737,QHLW,dfrE,0
2738,QHMG1,dfrE,0
2739,QHMG2,dfrE,0
2740,QHMW1,dfrE,0
2741,QHPA,dfrE,0
2742,QHPDA,dfrE,0
2743,QHWS,dfrE,0
2744,QHWW,dfrE,0
2745,QHW,dfrE,0
2746,QHYWS,dfrE,0
2747,TFQHA,dfrE,0
2748,DYBA,dfrG,0
2749,DYG1,dfrG,0
2750,DYG2,dfrG,0
2751,DYG3,dfrG,0
2752,DYS2A,dfrG,0
2753,DYT1,dfrG,0
2754,DYW1A,dfrG,0
2755,FAQHA,dfrG,0
2756,FAQHYA,dfrG,0
2757,HYBA,dfrG,0
2758,HYG2,dfrG,0
2759,HYG3,dfrG,0
2760,HYHNGS,dfrG,0
2761,HYLY1,dfrG,0
2762,HYLY2,dfrG,0
2763,HYLY3,dfrG,0
2764,HYSZGW,dfrG,0
2765,HYT1,dfrG,0
2766,HYY1,dfrG,0
2767,HYY2,dfrG,0
2768,HYYLWS,dfrG,0
2769,HYYLWW,dfrG,0
2770,LRDYA,dfrG,0
2771,LRDYYA,dfrG,0
2772,LRHYA,dfrG,0
2773,LRHYYA,dfrG,0
2774,LRLSA,dfrG,0
2775,LRLSYA,dfrG,0
2776,LRQHA,dfrG,0
2777,LRQHWA,dfrG,0
2778,LRQHYWA,dfrG,0
2779,LSBA,dfrG,0
2780,LSDG1,dfrG,0
2781,LSDG2,dfrG,0
2782,LSDG3,dfrG,0
2783,LSGG1,dfrG,0
2784,LSGG2,dfrG,0
2785,LSGG3,dfrG,0
2786,LSGLB1,dfrG,0
2787,LSGY1,dfrG,0
2788,LSGY2,dfrG,0
2789,LSGY3,dfrG,0
2790,LSSA,dfrG,0
2791,LSWA,dfrG,0
2792,PCQHA,dfrG,0
2793,QHBA,dfrG,0
2794,QHDG1,dfrG,0
2795,QHDG2,dfrG,0
2796,QHDG3,dfrG,0
2797,QHDT1,dfrG,0
2798,QHDW1,dfrG,0
2799,QHDW2,dfrG,0
2800,QHDW3,dfrG,0
2801,QHDYW1,dfrG,0
2802,QHDYW2,dfrG,0
2803,QHDYW3,dfrG,1
2804,QHLW,dfrG,0
2805,QHMG1,dfrG,0
2806,QHMG2,dfrG,0
2807,QHMW1,dfrG,0
2808,QHPA,dfrG,0
2809,QHPDA,dfrG,0
2810,QHWS,dfrG,0
2811,QHWW,dfrG,0
2812,QHW,dfrG,0
2813,QHYWS,dfrG,0
2814,TFQHA,dfrG,0
2815,DYBA,efmA,0
2816,DYG1,efmA,0
2817,DYG2,efmA,0
2818,DYG3,efmA,0
2819,DYS2A,efmA,0
2820,DYT1,efmA,0
2821,DYW1A,efmA,0
2822,FAQHA,efmA,0
2823,FAQHYA,efmA,0
2824,HYBA,efmA,0
2825,HYG2,efmA,0
2826,HYG3,efmA,0
2827,HYHNGS,efmA,0
2828,HYLY1,efmA,0
2829,HYLY2,efmA,0
2830,HYLY3,efmA,0
2831,HYSZGW,efmA,0
2832,HYT1,efmA,0
